"","year","age","maritl","education","region","jobclass","health","health_ins","logwage","wage","race_cat","high_wage"
"518",2009,38,"2. Married","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.17609125905568,176.989650489877,"White","1"
"519",2004,27,"1. Never Married","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.43136376415899,84.0459576539924,"White","0"
"520",2004,56,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",5.09691001300806,163.515863976238,"White","1"
"521",2003,50,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.39794000867204,81.2832532842527,"White","0"
"522",2003,56,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.8750612633917,130.982177377461,"White","1"
"523",2007,50,"2. Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.84509804001426,127.115743812184,"White","0"
"524",2005,49,"1. Never Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.27875360095283,72.1504556815713,"White","0"
"525",2005,42,"1. Never Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.65321251377534,104.921506533664,"White","0"
"526",2009,50,"2. Married","5. Advanced Degree","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",5.23044892137827,186.876677628007,"White","1"
"527",2003,53,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.17609125905568,176.989650489877,"White","1"
"528",2007,28,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.93951925261862,139.703071527658,"White","1"
"529",2003,45,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.30102999566398,73.7757432746946,"White","0"
"530",2009,24,"1. Never Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.19312459835446,66.2294082943902,"White","0"
"531",2003,25,"1. Never Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.39794000867204,81.2832532842527,"White","0"
"532",2004,38,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.65321251377534,104.921506533664,"White","0"
"533",2009,47,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.69897000433602,109.833985642199,"White","0"
"534",2003,38,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.04139268515823,154.68529299563,"White","1"
"535",2007,33,"2. Married","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.67209785793572,106.921814091211,"White","0"
"536",2006,39,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.62689955920852,277.79948020565,"White","1"
"537",2005,52,"4. Divorced","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.47712125471966,87.9810327856054,"White","0"
"538",2005,46,"4. Divorced","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.50514997831991,90.4819133566401,"White","0"
"539",2004,42,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.67209785793572,106.921814091211,"White","0"
"540",2003,61,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.04139268515823,56.9055391446732,"White","0"
"541",2005,32,"1. Never Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.39794000867204,81.2832532842527,"White","0"
"542",2009,42,"4. Divorced","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.68124123737559,107.903923866876,"Black","0"
"543",2006,61,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.27875360095283,196.125272594255,"White","1"
"544",2009,27,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.51851393987789,91.6992261117042,"White","0"
"545",2008,45,"2. Married","5. Advanced Degree","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",5.30102999566398,200.543262324662,"White","1"
"546",2003,58,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",3.47712125471966,32.3664131748549,"White","0"
"547",2007,25,"1. Never Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.65321251377534,104.921506533664,"White","0"
"548",2007,34,"2. Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.61278385671974,100.764272842107,"White","0"
"549",2005,44,"2. Married","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.44715803134222,85.3839403789827,"Black","0"
"550",2007,40,"2. Married","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.41497334797082,82.6796372966372,"White","0"
"551",2007,51,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.57978359661681,97.4932940453934,"Black","0"
"552",2003,50,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.79588001734407,121.010826565755,"White","0"
"553",2009,64,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.89762709129044,133.971500070695,"White","1"
"554",2003,54,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5,148.413159102577,"White","1"
"555",2008,42,"1. Never Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.65321251377534,104.921506533664,"White","0"
"557",2003,25,"1. Never Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.50514997831991,90.4819133566401,"White","0"
"558",2006,32,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.67209785793572,106.921814091211,"White","0"
"559",2007,51,"2. Married","1. < HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.74036268949424,114.475713290347,"White","0"
"560",2007,75,"2. Married","1. < HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",3.97772360528885,53.3953468905727,"Black","0"
"562",2009,28,"1. Never Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.19312459835446,66.2294082943902,"White","0"
"563",2007,32,"1. Never Married","5. Advanced Degree","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.56820172406699,96.3706528322308,"White","0"
"564",2006,53,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.6072834161861,272.403225755586,"White","1"
"565",2008,36,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.57634135020579,97.1582750436503,"White","0"
"566",2004,43,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.30102999566398,200.543262324662,"White","1"
"567",2004,51,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.81291335664286,123.089699847943,"White","0"
"568",2005,35,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.60205999132796,99.6894636984864,"Black","0"
"569",2004,46,"5. Separated","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.54406804435028,94.0727147457005,"White","0"
"570",2003,38,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.39794000867204,81.2832532842527,"White","0"
"572",2004,39,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.69897000433602,109.833985642199,"White","0"
"573",2007,37,"4. Divorced","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.81291335664286,123.089699847943,"White","0"
"574",2008,59,"4. Divorced","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.30102999566398,73.7757432746946,"White","0"
"575",2003,33,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.68124123737559,107.903923866876,"White","0"
"576",2007,23,"1. Never Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.30102999566398,73.7757432746946,"White","0"
"577",2006,37,"1. Never Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.47712125471966,87.9810327856054,"White","0"
"578",2005,40,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",3.30102999566398,27.1405792079024,"White","0"
"579",2006,25,"2. Married","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.54406804435028,94.0727147457005,"White","0"
"580",2008,27,"1. Never Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.62940959910272,102.453557578372,"White","0"
"581",2004,47,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",5.60688524128857,272.294783220064,"White","1"
"582",2008,52,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.54406804435028,94.0727147457005,"Black","0"
"583",2007,23,"1. Never Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.39794000867204,81.2832532842527,"White","0"
"584",2004,33,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.47712125471966,87.9810327856054,"White","0"
"586",2008,34,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.38738982633873,80.4302079458208,"White","0"
"587",2003,51,"5. Separated","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",5,148.413159102577,"White","1"
"588",2007,40,"4. Divorced","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5,148.413159102577,"White","1"
"589",2007,50,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.39794000867204,81.2832532842527,"White","0"
"590",2005,64,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886,"White","0"
"591",2008,54,"2. Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.38810120157052,80.487444359511,"White","0"
"592",2003,50,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.51851393987789,91.6992261117042,"Black","0"
"593",2004,32,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.69460519893357,109.355626400253,"White","0"
"594",2004,37,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.65321251377534,104.921506533664,"Black","0"
"595",2006,19,"1. Never Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.17609125905568,65.1108537153447,"White","0"
"596",2006,32,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.34242268082221,76.8936025176112,"White","0"
"597",2004,42,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.60205999132796,99.6894636984864,"White","0"
"598",2009,26,"1. Never Married","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.60205999132796,99.6894636984864,"White","0"
"599",2009,46,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.06069784035361,157.700527725737,"White","1"
"600",2009,18,"1. Never Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",3.90308998699194,49.5553381215226,"White","0"
"601",2005,43,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.50514997831991,90.4819133566401,"White","0"
"602",2003,62,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.7160033436348,111.720849360989,"White","0"
"603",2008,44,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5,148.413159102577,"White","1"
"604",2005,40,"2. Married","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.89209460269048,133.232350826567,"White","1"
"605",2006,43,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.90308998699194,134.705375118879,"White","1"
"607",2006,48,"1. Never Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.47712125471966,87.9810327856054,"Black","0"
"608",2009,35,"2. Married","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.69897000433602,109.833985642199,"White","0"
"609",2006,61,"2. Married","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.8750612633917,130.982177377461,"White","1"
"610",2006,47,"2. Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.49136169383427,89.2428846644714,"White","0"
"611",2005,55,"4. Divorced","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.63346845557959,102.870246933215,"White","0"
"613",2008,52,"2. Married","5. Advanced Degree","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",5.00860017176192,149.695042068453,"White","1"
"614",2009,27,"1. Never Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.63346845557959,102.870246933215,"Black","0"
"615",2006,22,"2. Married","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.50514997831991,90.4819133566401,"Black","0"
"616",2006,20,"1. Never Married","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.24748226067705,69.9291272064087,"White","0"
"617",2006,42,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.67209785793572,106.921814091211,"White","0"
"618",2007,29,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.47712125471966,87.9810327856054,"White","0"
"619",2003,31,"1. Never Married","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.69897000433602,109.833985642199,"White","0"
"620",2008,59,"4. Divorced","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",5.02118929906994,151.591484239814,"White","1"
"621",2008,36,"2. Married","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5,148.413159102577,"White","1"
"622",2007,32,"2. Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.20411998265593,66.9616443217359,"White","0"
"623",2005,32,"1. Never Married","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.64345267648619,103.90247060316,"White","0"
"624",2006,25,"1. Never Married","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.60205999132796,99.6894636984864,"White","0"
"625",2008,43,"2. Married","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.90308998699194,134.705375118879,"White","1"
"626",2008,44,"1. Never Married","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",3.77815125038364,43.7351116779821,"White","0"
"627",2009,57,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.75966784468963,116.707154559148,"White","0"
"628",2006,49,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.95424250943933,141.77517233318,"Black","1"
"629",2007,41,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.9731278535997,144.47808766541,"White","1"
"630",2006,38,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.90308998699194,134.705375118879,"White","1"
"631",2004,58,"2. Married","1. < HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.77815125038364,118.884359339886,"White","0"
"633",2005,39,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.07918124604763,160.642475408263,"White","1"
"634",2006,60,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.56467789772798,96.0316570194457,"White","0"
"635",2007,56,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.71011736511182,111.065194319742,"White","0"
"636",2008,44,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5,148.413159102577,"White","1"
"637",2008,70,"2. Married","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.60205999132796,99.6894636984864,"Black","0"
"638",2009,27,"1. Never Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.39794000867204,81.2832532842527,"White","0"
"639",2004,47,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.77815125038364,118.884359339886,"White","0"
"640",2003,41,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.84509804001426,127.115743812184,"White","0"
"641",2008,29,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.65321251377534,104.921506533664,"White","0"
"642",2009,42,"2. Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.72427586960079,112.6488963421,"White","0"
"643",2007,51,"4. Divorced","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",5.64100585131578,281.745970551857,"White","1"
"644",2009,47,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.74037848173373,114.477521132502,"White","0"
"645",2008,48,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.7160033436348,111.720849360989,"Black","0"
"646",2003,39,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.90308998699194,134.705375118879,"White","1"
"647",2005,23,"1. Never Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.32221929473392,75.3556793180091,"White","0"
"648",2007,31,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.78532983501077,119.74085129618,"White","0"
"649",2005,59,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.77815125038364,118.884359339886,"White","0"
"650",2003,19,"1. Never Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",3.30102999566398,27.1405792079024,"White","0"
"651",2009,42,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.20411998265593,182.020620963512,"White","1"
"653",2007,38,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.95424250943933,141.77517233318,"White","1"
"654",2006,45,"2. Married","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.74036268949424,114.475713290347,"White","0"
"655",2008,58,"2. Married","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.90969506679213,135.59805975224,"White","1"
"656",2006,26,"1. Never Married","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.76342799356294,117.146816914805,"White","0"
"658",2006,54,"5. Separated","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.62689955920852,277.79948020565,"White","1"
"659",2008,38,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.54406804435028,94.0727147457005,"White","0"
"661",2003,52,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.56820172406699,96.3706528322308,"White","0"
"662",2004,73,"4. Divorced","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.32221929473392,75.3556793180091,"White","0"
"663",2006,65,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.65321251377534,104.921506533664,"White","0"
"664",2003,28,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.55630250076729,95.2307125669819,"White","0"
"665",2009,53,"2. Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4,54.5981500331442,"White","0"
"666",2006,53,"2. Married","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.49136169383427,89.2428846644714,"White","0"
"667",2008,52,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.97772360528885,145.143601176911,"White","1"
"668",2009,27,"1. Never Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.57333584006607,96.8667032433329,"White","0"
"669",2003,57,"2. Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.8750612633917,130.982177377461,"White","1"
"670",2004,32,"1. Never Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.43136376415899,84.0459576539924,"White","0"
"671",2007,51,"1. Never Married","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.9982593384237,148.155046727428,"White","1"
"672",2008,43,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",3.90308998699194,49.5553381215226,"White","0"
"673",2004,50,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.95424250943933,141.77517233318,"White","1"
"674",2004,53,"2. Married","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.7481880270062,115.375038556391,"White","0"
"676",2007,24,"1. Never Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.44715803134222,85.3839403789827,"White","0"
"677",2008,40,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.6232492903979,101.82435207568,"White","0"
"678",2003,30,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.55630250076729,95.2307125669819,"White","0"
"679",2003,45,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.60205999132796,99.6894636984864,"White","0"
"680",2007,55,"4. Divorced","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.9912260756925,147.116689159978,"White","1"
"681",2003,45,"1. Never Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.94448267215017,140.398200161944,"White","1"
"682",2004,44,"1. Never Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.69897000433602,109.833985642199,"Black","0"
"683",2004,37,"3. Widowed","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.84509804001426,127.115743812184,"White","0"
"684",2008,41,"2. Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.7481880270062,115.375038556391,"White","0"
"685",2007,44,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.07918124604763,59.0970640815891,"White","0"
"686",2007,52,"1. Never Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.34242268082221,76.8936025176112,"White","0"
"687",2009,55,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.95424250943933,141.77517233318,"White","1"
"688",2003,43,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.26140562707414,70.9095858696657,"White","0"
"690",2006,43,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.57978359661681,97.4932940453934,"White","0"
"691",2007,46,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.60205999132796,99.6894636984864,"White","0"
"692",2003,30,"2. Married","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",5.23044892137827,186.876677628007,"White","1"
"693",2003,43,"2. Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.39794000867204,81.2832532842527,"White","0"
"694",2005,48,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.07918124604763,160.642475408263,"White","1"
"695",2003,33,"1. Never Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.15836249209525,63.9666908300607,"Black","0"
"696",2008,29,"1. Never Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.47712125471966,87.9810327856054,"White","0"
"697",2005,24,"1. Never Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.30102999566398,73.7757432746946,"White","0"
"698",2009,52,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.97772360528885,145.143601176911,"White","1"
"699",2005,50,"2. Married","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.95424250943933,141.77517233318,"White","1"
"700",2005,24,"1. Never Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.34242268082221,76.8936025176112,"White","0"
"701",2003,42,"1. Never Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.81954393554187,123.908567597957,"White","0"
"702",2004,53,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886,"White","0"
"703",2008,49,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.63191940591859,279.1974969917,"White","1"
"704",2004,46,"2. Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4,54.5981500331442,"White","0"
"705",2008,40,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.04139268515823,154.68529299563,"White","1"
"707",2006,41,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886,"White","0"
"708",2009,36,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.47712125471966,87.9810327856054,"White","0"
"709",2003,34,"2. Married","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.51851393987789,91.6992261117042,"Black","0"
"710",2004,24,"1. Never Married","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.07918124604763,59.0970640815891,"White","0"
"711",2008,44,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.81954393554187,123.908567597957,"White","0"
"712",2007,33,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.69897000433602,109.833985642199,"Black","0"
"713",2007,25,"1. Never Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.54406804435028,94.0727147457005,"White","0"
"714",2005,40,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.76342799356294,117.146816914805,"White","0"
"716",2005,56,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.57978359661681,97.4932940453934,"White","0"
"717",2005,25,"1. Never Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.77085201164214,118.019753340006,"White","0"
"718",2005,44,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.95424250943933,141.77517233318,"White","1"
