"","year","age","maritl","education","region","jobclass","health","health_ins","logwage","wage","race_cat","high_wage"
"768",2006,42,2,4,2,2,2,2,5.13987908640124,170.6951277113,0,2
"769",2008,25,1,3,2,2,2,1,4.8750612633917,130.982177377461,0,2
"770",2008,55,2,2,2,1,1,1,4.84509804001426,127.115743812184,0,1
"771",2004,28,1,5,2,1,2,1,4.76342799356294,117.146816914805,0,1
"773",2008,46,1,4,2,1,2,1,4.79239168949825,120.589436530402,1,1
"774",2004,48,4,5,2,2,1,1,4.8750612633917,130.982177377461,0,2
"775",2006,42,4,3,2,1,2,1,4.39794000867204,81.2832532842527,0,1
"776",2008,23,2,4,2,1,2,2,3.60205999132796,36.6737041960799,0,1
"777",2003,60,2,5,2,1,2,2,4.65321251377534,104.921506533664,0,1
"778",2008,34,2,1,2,2,2,1,4.3096301674259,74.412963512917,1,1
"779",2003,45,2,4,2,1,2,1,4.86033800657099,129.067820506745,0,2
"780",2007,28,1,3,2,1,1,2,4.4320066872696,84.1000101164483,0,1
"781",2004,33,2,5,2,2,2,1,5.22530928172586,185.918662879754,0,2
"782",2008,58,2,2,2,2,2,1,4.66275783168157,105.927810775063,0,1
"783",2008,47,2,5,2,2,2,1,5.09691001300806,163.515863976238,0,2
"784",2003,24,1,3,2,1,2,2,4.14612803567824,63.1888610037461,0,1
"785",2008,56,2,4,2,1,2,2,4.90308998699194,134.705375118879,0,2
"786",2004,56,2,4,2,1,2,1,4.79518458968242,120.926701544426,0,1
"788",2003,56,2,5,2,2,1,1,4.88649072517248,132.487821126123,0,2
"789",2003,45,2,4,2,2,2,1,4.89209460269048,133.232350826567,0,2
"790",2009,58,2,3,2,2,2,1,4.97772360528885,145.143601176911,0,2
"792",2009,46,2,5,2,1,2,2,5.01283722470517,150.330653495766,0,2
"793",2004,48,2,5,2,1,2,1,5.63108441419736,278.964466695847,0,2
"794",2006,50,4,2,2,1,1,1,4.58771096501891,98.2692308087927,0,1
"795",2008,43,1,4,2,2,2,1,4.60205999132796,99.6894636984864,0,1
"796",2006,37,2,1,2,1,2,2,4.54406804435028,94.0727147457005,0,1
"797",2003,49,4,3,2,2,2,2,5.17609125905568,176.989650489877,0,2
"800",2007,52,2,4,2,2,2,1,4.93951925261862,139.703071527658,0,2
"801",2003,70,2,2,2,1,1,2,4.36172783601759,78.3924668009837,0,1
"802",2005,30,2,5,2,2,2,1,4.95424733490676,141.775856466307,0,2
"803",2006,44,2,2,2,1,2,1,4.75587485567249,116.265324062503,0,1
"805",2007,38,2,2,2,1,2,2,4.47712125471966,87.9810327856054,0,1
"806",2006,28,5,1,2,1,1,1,4.50514997831991,90.4819133566401,0,1
"807",2005,38,2,3,2,1,2,1,4.95424250943933,141.77517233318,0,2
"808",2003,39,2,2,2,1,1,2,4.14460533871474,63.0927167348386,0,1
"809",2008,52,1,4,2,2,1,1,4.17609125905568,65.1108537153447,0,1
"810",2004,34,1,4,2,1,2,1,5.02118929906994,151.591484239814,0,2
"811",2003,33,2,4,2,2,2,1,4.81291335664286,123.089699847943,0,1
"812",2007,45,2,4,2,1,1,1,4.77815125038364,118.884359339886,0,1
"813",2006,58,2,2,2,1,1,2,4.38021124171161,79.8549003093467,0,1
"814",2003,38,2,2,2,1,2,2,4.64443858946784,104.004959912222,0,1
"815",2007,63,2,4,2,1,1,2,4.01703333929878,55.5361044177385,0,1
"816",2007,38,2,5,2,2,2,1,4.60205999132796,99.6894636984864,0,1
"817",2007,31,2,3,2,1,2,2,4.60205999132796,99.6894636984864,0,1
"818",2007,53,2,4,2,2,2,1,5.26503255685882,193.452606894109,0,2
"819",2009,21,1,2,2,2,1,1,4.63346845557959,102.870246933215,1,1
"820",2006,38,2,4,2,2,2,1,5.10380372095596,164.646988930328,0,2
"821",2004,18,1,1,2,1,1,1,4.24303804868629,69.6190369046763,0,1
"822",2008,28,1,3,2,1,2,1,4.60205999132796,99.6894636984864,0,1
"823",2003,33,1,4,2,2,2,1,4.74036268949424,114.475713290347,0,1
"824",2004,32,2,3,2,1,2,2,4.60205999132796,99.6894636984864,0,1
"825",2009,29,1,2,2,2,2,1,4.55630250076729,95.2307125669819,0,1
"826",2005,28,2,1,2,1,1,1,4.41497334797082,82.6796372966372,0,1
"827",2005,42,2,5,2,2,2,1,4.76168733198664,116.943081320617,0,1
"828",2007,28,3,1,2,2,1,2,4,54.5981500331442,0,1
"829",2009,36,2,5,2,2,2,1,4.92941892571429,138.299126920883,0,2
"830",2007,47,2,2,2,2,2,1,4.8750612633917,130.982177377461,0,2
"831",2007,53,2,5,2,2,2,1,5.64100585131578,281.745970551857,0,2
"832",2003,48,2,5,2,2,2,1,5.09691001300806,163.515863976238,0,2
"833",2006,36,2,5,2,1,2,1,5.18858541025256,179.214858036271,0,2
"834",2007,55,2,3,2,2,2,1,4.83884909073726,126.323880709786,0,1
"835",2008,37,2,1,2,1,1,2,4.25527250510331,70.4760196469445,0,1
"836",2009,68,2,4,2,2,1,1,4.77085201164214,118.019753340006,0,1
"838",2007,37,1,4,2,2,2,2,4.74036268949424,114.475713290347,0,1
"839",2007,33,2,4,2,2,2,1,4.92941892571429,138.299126920883,0,2
"840",2003,19,1,2,2,2,2,2,4,54.5981500331442,0,1
"841",2004,50,2,4,2,2,2,1,4.54406804435028,94.0727147457005,0,1
"842",2004,22,1,3,2,1,1,2,4.38738982633873,80.4302079458208,0,1
"843",2004,40,2,3,2,2,2,1,4.49136169383427,89.2428846644714,0,1
"844",2008,45,2,3,2,1,2,2,4.76342799356294,117.146816914805,0,1
"845",2009,36,2,5,2,1,2,2,4.84509804001426,127.115743812184,0,1
"847",2003,24,1,2,2,1,1,2,3.95904139232109,52.4070640482002,0,1
"848",2007,66,2,1,2,2,2,1,4.60205999132796,99.6894636984864,1,1
"850",2009,33,1,4,2,2,2,1,5.27875360095283,196.125272594255,0,2
"851",2005,44,2,3,2,1,1,1,4.6232492903979,101.82435207568,0,1
"852",2004,48,1,3,2,2,2,1,4.68124123737559,107.903923866876,0,1
"853",2009,47,2,2,2,2,2,2,3.93651374247889,51.2396549228382,0,1
"854",2004,41,2,3,2,1,2,1,4.60205999132796,99.6894636984864,0,1
"855",2005,55,2,4,2,2,2,1,4.14612803567824,63.1888610037461,0,1
"856",2008,74,4,5,2,2,2,2,5,148.413159102577,1,2
"857",2007,33,1,4,2,2,2,1,4.60205999132796,99.6894636984864,0,1
"858",2003,62,2,5,2,2,1,1,4.8750612633917,130.982177377461,0,2
"859",2004,56,4,2,2,1,1,1,4.6232492903979,101.82435207568,0,1
"860",2006,29,1,5,2,2,2,1,4.60205999132796,99.6894636984864,0,1
"861",2009,56,1,1,2,2,1,2,4.38021124171161,79.8549003093467,1,1
"862",2009,47,2,5,2,2,2,1,5.07918124604763,160.642475408263,1,2
"863",2005,45,2,2,2,2,2,1,4.90308998699194,134.705375118879,0,2
"864",2007,44,2,4,2,2,2,1,5.07918124604763,160.642475408263,0,2
"865",2004,25,1,4,2,2,2,1,4.51851393987789,91.6992261117042,0,1
"866",2005,45,4,3,2,2,2,2,4.32221929473392,75.3556793180091,1,1
"867",2005,40,2,4,2,2,2,1,4.91381385238372,136.15771083723,0,2
"868",2003,56,2,2,2,2,1,1,4.90308998699194,134.705375118879,0,2
"871",2007,39,2,2,2,1,2,1,4.7781657266251,118.886080351034,0,1
"872",2005,38,2,3,2,2,2,1,4.7979596437372,121.262745732618,0,1
"873",2009,48,2,2,2,1,2,2,4.54406804435028,94.0727147457005,0,1
"874",2005,44,2,2,2,1,1,2,4.60205999132796,99.6894636984864,1,1
"875",2003,42,2,5,2,2,2,2,4.81954393554187,123.908567597957,0,1
"876",2009,55,2,2,2,1,2,1,4.77815125038364,118.884359339886,0,1
"877",2006,61,1,5,2,1,2,2,4.41497334797082,82.6796372966372,0,1
"878",2006,39,2,2,2,1,1,1,4.39794000867204,81.2832532842527,0,1
"879",2005,30,2,3,2,1,2,2,4.65321251377534,104.921506533664,1,1
"880",2009,49,4,2,2,1,1,1,4.60205999132796,99.6894636984864,0,1
"881",2006,33,2,4,2,2,2,1,4.91381385238372,136.15771083723,0,2
"882",2006,31,2,1,2,1,1,2,4.39794000867204,81.2832532842527,0,1
"884",2003,55,2,2,2,1,2,1,4.39794000867204,81.2832532842527,0,1
"885",2008,36,2,2,2,1,2,1,4.74036268949424,114.475713290347,0,1
"886",2003,37,2,2,2,1,2,2,4.77085201164214,118.019753340006,0,1
"887",2006,33,2,2,2,1,2,1,4.60205999132796,99.6894636984864,0,1
"888",2006,48,2,2,2,1,1,1,4.77815125038364,118.884359339886,0,1
"890",2003,60,2,3,2,2,1,1,4.81291335664286,123.089699847943,0,1
"891",2004,28,1,4,2,2,1,1,4.69897000433602,109.833985642199,0,1
"892",2005,28,2,3,2,2,2,1,4.63346845557959,102.870246933215,0,1
"893",2005,48,2,4,2,2,2,1,5.09691001300806,163.515863976238,0,2
"894",2009,29,2,5,2,2,2,2,4.76342799356294,117.146816914805,0,1
"895",2004,40,1,2,2,1,1,1,4.52504480703685,92.3000614282589,0,1
"896",2009,32,1,5,2,2,2,1,4.60530504614111,100.013486924706,0,1
"897",2004,33,4,2,2,2,2,2,4.00860017176192,55.0697284222779,0,1
"898",2003,40,4,2,2,1,2,1,4.6232492903979,101.82435207568,0,1
"899",2004,42,2,3,2,1,2,1,5,148.413159102577,0,2
"900",2003,36,2,2,2,1,2,2,4.7481880270062,115.375038556391,0,1
"901",2004,39,2,1,2,1,1,2,4.30102999566398,73.7757432746946,1,1
"902",2009,44,2,5,2,2,2,1,5.59061783348625,267.901086855275,0,2
"903",2009,43,2,2,2,1,2,2,4.86332286012046,129.453644576625,0,2
"904",2008,44,2,1,2,1,2,1,4.56820172406699,96.3706528322308,0,1
"906",2007,49,2,3,2,2,2,1,4.65321251377534,104.921506533664,1,1
"907",2007,47,2,3,2,2,2,1,4.8750612633917,130.982177377461,1,2
"909",2006,41,4,1,2,1,2,1,4.77085201164214,118.019753340006,0,1
"910",2008,52,2,2,2,2,1,2,4.38021124171161,79.8549003093467,0,1
"911",2003,43,4,2,2,2,2,1,4.28330122870355,72.4793162971252,0,1
"912",2004,38,2,5,2,2,2,1,5,148.413159102577,0,2
"913",2003,42,2,3,2,2,2,1,4.31005573775089,74.4446382014083,0,1
"914",2005,56,2,4,2,1,2,2,4.77815125038364,118.884359339886,1,1
"915",2003,39,2,2,2,1,2,1,4.85733249643127,128.680488220624,0,1
"916",2005,29,2,3,2,2,2,1,4.47712125471966,87.9810327856054,1,1
"917",2009,33,2,5,2,2,2,1,5.59061783348625,267.901086855275,0,2
"918",2004,33,2,2,2,1,2,2,4.65321251377534,104.921506533664,0,1
"919",2004,41,2,2,2,2,2,2,4.53147891704226,92.8958447894966,0,1
"920",2004,44,1,1,2,2,1,1,4.25527250510331,70.4760196469445,1,1
"921",2005,45,2,5,2,2,2,1,5.30102999566398,200.543262324662,0,2
"922",2004,58,2,2,2,2,2,1,4.63346845557959,102.870246933215,0,1
"923",2005,29,2,3,2,1,2,1,4.63346845557959,102.870246933215,0,1
"924",2004,42,4,2,2,1,2,2,4.17609125905568,65.1108537153447,0,1
"925",2008,68,2,2,2,1,2,1,4.69897000433602,109.833985642199,0,1
"926",2005,47,2,5,2,2,1,1,4.84509804001426,127.115743812184,0,1
"927",2005,30,2,4,2,2,2,2,4.54406804435028,94.0727147457005,1,1
"928",2005,39,2,1,2,2,2,2,4.21748394421391,67.8625234113681,0,1
"929",2008,42,2,4,2,1,2,1,4.83250891270624,125.525498433836,0,1
"930",2006,49,2,3,2,1,2,1,5.10720996964787,165.208773767255,0,2
"931",2009,36,1,2,2,1,1,1,4.39794000867204,81.2832532842527,0,1
"933",2009,54,2,2,2,2,2,1,4.34242268082221,76.8936025176112,0,1
"934",2003,42,2,2,2,1,1,1,4.31806333496276,75.0431540173515,0,1
"935",2003,39,2,4,2,1,2,1,4.85733249643127,128.680488220624,0,1
"937",2004,33,1,2,2,2,2,2,4.15533603746506,63.7733911962488,1,1
"938",2003,28,2,2,2,2,2,1,4.43136376415899,84.0459576539924,0,1
"939",2003,38,2,2,2,1,2,1,4.54262627781805,93.9371815810521,0,1
"941",2008,25,1,5,2,1,2,1,4.77815125038364,118.884359339886,0,1
"942",2007,52,2,2,2,2,2,1,4.39794000867204,81.2832532842527,1,1
"943",2007,26,2,2,2,1,1,2,4.20411998265593,66.9616443217359,0,1
"944",2009,54,2,4,2,1,2,1,5.11394335230684,166.324941233877,0,2
"945",2005,62,2,4,2,2,2,2,4.60205999132796,99.6894636984864,0,1
"947",2003,32,2,4,2,1,2,1,4.96378782734556,143.134940811134,0,2
"948",2003,60,2,2,2,1,2,1,3.55630250076729,35.0334213214995,0,1
"949",2004,40,2,4,2,2,2,1,4.69897000433602,109.833985642199,0,1
"950",2005,49,2,2,2,1,2,2,4.70965997225026,111.014405508798,0,1
"951",2006,54,2,4,2,1,2,1,4.88649072517248,132.487821126123,0,2
"952",2009,48,1,5,2,2,2,1,5,148.413159102577,0,2
"953",2009,35,1,1,2,1,2,1,4.30102999566398,73.7757432746946,0,1
"954",2009,46,4,2,2,2,1,1,4.96772577592089,143.699710133813,0,2
"955",2007,42,2,2,2,1,2,1,4.60205999132796,99.6894636984864,0,1
"956",2004,58,2,4,2,2,2,1,5.60688524128857,272.294783220064,0,2
"957",2003,30,1,4,2,2,2,1,5.30102999566398,200.543262324662,0,2
"958",2008,27,1,2,2,1,2,1,4.4471890512688,85.3865890236244,0,1
"959",2008,55,2,1,2,1,2,1,4.69897000433602,109.833985642199,0,1
"960",2004,50,2,2,2,1,2,2,4.1117328566111,61.0524210501246,0,1
"961",2006,55,4,2,2,1,1,1,4.77815125038364,118.884359339886,0,1
"962",2006,40,2,3,2,1,2,1,4.98227123303957,145.805163374625,0,2
"963",2005,32,2,2,2,2,1,2,4.72427586960079,112.6488963421,0,1
"964",2006,27,2,2,2,1,1,1,4.67209785793572,106.921814091211,0,1
"965",2007,49,2,3,2,2,2,1,4.67209785793572,106.921814091211,0,1
"966",2007,50,2,4,2,2,1,1,4.84509804001426,127.115743812184,0,1
"967",2006,50,2,1,2,1,1,1,4.47712125471966,87.9810327856054,0,1
"968",2008,44,2,5,2,2,2,1,4.9731278535997,144.47808766541,0,2
"970",2008,72,2,5,2,1,1,2,4.47712125471966,87.9810327856054,1,1
"971",2006,23,1,1,2,1,1,2,4.17609125905568,65.1108537153447,0,1
"972",2007,31,1,5,2,2,2,1,5.17609125905568,176.989650489877,0,2
"973",2008,36,2,2,2,2,2,2,4,54.5981500331442,0,1
"974",2009,63,2,3,2,1,2,1,4.69897000433602,109.833985642199,1,1
"975",2006,48,2,1,2,1,1,2,4.40303468374459,81.698421724729,0,1
"976",2005,46,2,4,2,1,2,2,4.74036268949424,114.475713290347,0,1
"977",2003,55,2,4,2,1,2,1,4.96028522328063,142.634472767972,0,2
"978",2007,44,2,5,2,2,2,1,5.07918124604763,160.642475408263,0,2
"979",2006,44,2,3,2,1,2,1,4.54406804435028,94.0727147457005,0,1
"981",2003,60,2,1,2,1,2,1,4.30102999566398,73.7757432746946,0,1
"982",2004,42,2,5,2,2,2,1,5.07918124604763,160.642475408263,0,2
"983",2009,48,2,5,2,2,2,1,5,148.413159102577,1,2
"984",2008,36,2,1,2,1,2,2,4.47713573096112,87.9823064294987,0,1
"985",2009,31,2,2,2,1,1,1,4.6232492903979,101.82435207568,0,1
"986",2006,54,2,2,2,2,2,1,4.7160033436348,111.720849360989,0,1
"987",2007,29,2,3,2,1,2,1,4.67209785793572,106.921814091211,0,1
"988",2003,46,4,3,2,1,2,2,4.83884909073726,126.323880709786,0,1
"989",2003,35,4,2,2,1,2,2,4.69897000433602,109.833985642199,0,1
"990",2009,50,2,1,2,2,1,1,4.53147891704226,92.8958447894966,0,1
"991",2005,25,2,3,2,1,2,1,4,54.5981500331442,0,1
"992",2005,33,1,3,2,2,1,2,4.56820172406699,96.3706528322308,0,1
"993",2008,34,2,2,2,1,2,1,4.74036268949424,114.475713290347,0,1
"994",2006,51,2,2,2,1,1,1,4.54406804435028,94.0727147457005,1,1
"995",2004,33,2,2,2,1,2,1,4.55630250076729,95.2307125669819,0,1
"996",2007,59,2,3,2,2,2,1,4.93449845124357,139.00340805947,0,2
"997",2006,62,5,1,2,1,2,1,4.39794000867204,81.2832532842527,1,1
"998",2005,28,5,2,2,1,2,1,4.54406804435028,94.0727147457005,0,1
"999",2008,40,2,3,2,2,1,1,4.47712125471966,87.9810327856054,0,1
"1000",2003,52,2,5,2,1,2,1,4.92941892571429,138.299126920883,0,2
"1001",2007,29,2,2,2,1,2,2,4.49415459401844,89.4924795180001,0,1
"1002",2007,34,2,1,2,1,2,1,4.53147891704226,92.8958447894966,0,1
"1003",2004,25,1,2,2,1,2,2,4,54.5981500331442,0,1
"1004",2005,66,2,4,2,1,2,1,4.54406804435028,94.0727147457005,0,1
"1005",2005,43,2,2,2,2,1,1,4.23044892137827,68.7480877337669,0,1
"1006",2007,45,2,2,2,2,2,2,4.53147891704226,92.8958447894966,1,1
"1007",2006,35,2,5,2,2,2,1,4.74036268949424,114.475713290347,0,1
"1008",2005,43,2,2,2,2,2,1,4.69897000433602,109.833985642199,0,1
"1009",2007,49,2,4,2,2,2,1,4.69897000433602,109.833985642199,0,1
"1010",2004,60,1,1,2,2,1,1,4.34439227368511,77.0452008528242,1,1
"1011",2003,46,2,2,2,2,2,2,4.54406804435028,94.0727147457005,0,1
"1012",2009,55,2,2,2,1,2,1,4.6232492903979,101.82435207568,0,1
"1013",2006,32,2,3,2,1,2,1,4.77815125038364,118.884359339886,0,1
"1014",2007,53,2,2,2,1,2,2,4.89209460269048,133.232350826567,0,2
"1015",2009,57,2,4,2,2,2,1,5.05690485133647,157.10350432345,0,2
"1016",2007,51,2,5,2,2,1,1,5.64100585131578,281.745970551857,0,2
"1017",2004,59,2,5,2,2,2,1,5.20411998265593,182.020620963512,0,2
"1018",2006,45,2,3,2,2,1,1,4.77995705124691,119.09923477134,0,1
"1019",2006,56,1,2,2,1,1,1,4.27230584440209,71.6867436659172,0,1
"1020",2005,30,2,2,2,1,2,1,4.44715803134222,85.3839403789827,0,1
"1021",2006,21,1,2,2,1,2,2,4.27875360095283,72.1504556815713,0,1
"1022",2003,60,2,4,2,1,2,1,4.92941892571429,138.299126920883,0,2
"1023",2007,60,2,2,2,2,2,1,4.6232492903979,101.82435207568,0,1
"1024",2007,48,4,1,2,1,2,1,4.69897000433602,109.833985642199,0,1
"1025",2003,39,4,4,2,2,2,2,4.47712125471966,87.9810327856054,0,1
"1026",2009,32,1,3,2,2,2,1,4.7481880270062,115.375038556391,0,1
"1027",2007,51,2,5,2,2,2,1,5.25527250510331,191.573683548412,1,2
"1028",2006,47,2,4,2,1,2,2,4.46239799789896,86.6951548289402,0,1
"1029",2007,44,2,2,2,2,1,1,4.32878720035453,75.8522371953675,0,1
"1030",2008,46,2,2,2,1,2,1,5.11394335230684,166.324941233877,0,2
"1031",2004,28,1,4,2,1,2,1,4.04139268515823,56.9055391446732,0,1
"1032",2003,24,1,4,2,2,2,2,4.60205999132796,99.6894636984864,0,1
"1033",2006,37,2,2,2,1,2,2,4.53147891704226,92.8958447894966,0,1
"1034",2006,31,2,2,2,1,2,1,4.60205999132796,99.6894636984864,0,1
"1035",2004,72,2,2,2,2,1,1,4.53147891704226,92.8958447894966,0,1
"1036",2008,50,2,3,2,1,1,1,4.6232492903979,101.82435207568,0,1
"1037",2007,36,2,3,2,1,2,1,4.97772360528885,145.143601176911,0,2
"1038",2006,27,1,2,2,1,2,1,4.34242268082221,76.8936025176112,1,1
"1039",2009,27,2,3,2,1,2,1,4.50514997831991,90.4819133566401,0,1
"1040",2004,41,2,4,2,1,2,2,4.84509804001426,127.115743812184,0,1
"1041",2008,20,1,3,2,2,2,2,4.41497334797082,82.6796372966372,0,1
"1042",2008,49,2,2,2,1,2,1,4.60205999132796,99.6894636984864,1,1
"1043",2007,25,1,2,2,1,2,1,4.16136800223498,64.1592325660882,0,1
"1045",2009,53,1,2,2,1,1,1,4.47712125471966,87.9810327856054,0,1
"1046",2009,45,2,4,2,1,1,2,4.84509804001426,127.115743812184,0,1
"1047",2003,32,2,1,2,1,2,2,4.20411998265593,66.9616443217359,0,1
"1048",2005,47,2,3,2,2,2,1,5,148.413159102577,0,2
"1049",2003,26,2,2,2,1,2,1,4.81291335664286,123.089699847943,0,1
"1050",2009,31,2,3,2,2,2,1,4.89209460269048,133.232350826567,1,2
"1052",2006,50,4,5,2,2,2,1,4.78887511577542,120.166119635421,0,1
"1053",2007,46,2,2,2,1,2,1,4.7481880270062,115.375038556391,0,1
"1054",2006,47,2,5,2,2,2,1,4.72427586960079,112.6488963421,0,1
"1055",2005,55,2,3,2,1,1,1,4.77815125038364,118.884359339886,0,1
"1056",2005,49,2,4,2,1,2,1,5,148.413159102577,0,2
"1057",2004,25,2,2,2,1,2,1,4.11394335230684,61.1875264339915,0,1
"1058",2008,60,2,2,2,2,2,2,4.56110138364906,95.6888119067371,0,1
"1059",2008,62,2,2,2,1,2,1,4.49136169383427,89.2428846644714,0,1
"1060",2003,63,5,2,2,2,2,1,4.85125834871908,127.901232979118,1,1
"1061",2004,31,1,5,2,2,2,1,4.85733249643127,128.680488220624,0,1
"1062",2006,29,2,4,2,1,2,1,4.69897000433602,109.833985642199,0,1
"1063",2008,51,2,2,2,1,2,1,4.74036268949424,114.475713290347,0,1
"1065",2005,36,1,3,2,2,1,1,4.81291335664286,123.089699847943,0,1
"1066",2007,28,1,3,2,2,2,1,4.60205999132796,99.6894636984864,0,1
"1067",2004,38,2,4,2,2,2,1,4.63346845557959,102.870246933215,0,1
"1068",2008,35,2,3,2,1,2,1,4.56820172406699,96.3706528322308,0,1
"1069",2005,46,4,3,2,1,2,1,4.76342799356294,117.146816914805,0,1
"1070",2007,37,2,3,2,2,2,2,4.50514997831991,90.4819133566401,0,1
"1071",2005,41,4,3,2,2,2,1,4.65321251377534,104.921506533664,1,1
"1072",2006,59,2,3,2,1,1,2,4.30102999566398,73.7757432746946,1,1
"1073",2006,51,2,3,2,1,1,2,4.68124123737559,107.903923866876,0,1
"1074",2006,26,1,2,2,1,2,1,4.60205999132796,99.6894636984864,1,1
"1075",2003,34,2,3,2,1,2,1,4.09691001300806,60.1541246622441,1,1
"1076",2004,32,2,2,2,2,2,1,4.81291335664286,123.089699847943,0,1
"1077",2007,23,1,3,2,1,2,1,4.39794000867204,81.2832532842527,0,1
"1078",2004,50,2,2,2,2,2,1,4.96378782734556,143.134940811134,0,2
"1079",2009,25,1,1,2,1,2,1,4.23552844690755,69.0981838087226,0,1
"1080",2004,43,2,2,2,1,2,1,4.36921585741014,78.9816745162994,0,1
"1081",2009,36,2,3,2,1,2,1,4.85733249643127,128.680488220624,1,1
"1082",2006,50,2,2,2,2,1,2,4,54.5981500331442,0,1
"1083",2006,34,5,2,2,2,2,1,4.90308998699194,134.705375118879,1,2
"1084",2005,34,1,2,2,1,2,2,4.65321251377534,104.921506533664,0,1
"1086",2003,39,2,2,2,1,1,2,4.35945602012099,78.214575693165,1,1
"1087",2004,40,2,1,2,1,1,1,4.41497334797082,82.6796372966372,0,1
"1088",2005,32,2,3,2,2,1,1,4.76342799356294,117.146816914805,0,1
"1089",2006,63,2,2,2,2,1,1,4.77815125038364,118.884359339886,0,1
"1090",2004,38,1,2,2,1,2,2,4.69897000433602,109.833985642199,0,1
"1092",2005,39,2,2,2,1,2,1,4.75587485567249,116.265324062503,0,1
"1094",2006,41,1,3,2,2,2,1,4.74036268949424,114.475713290347,0,1
"1095",2003,47,2,1,2,1,2,1,4.36172783601759,78.3924668009837,0,1
"1096",2009,61,2,2,2,1,2,1,4.80617997398389,122.263673892802,0,1
"1097",2005,61,2,5,2,1,2,1,5,148.413159102577,0,2
"1099",2004,22,1,4,2,1,1,2,4.19033169817029,66.0446942318056,0,1
"1100",2003,53,2,4,2,1,2,1,4.84385542262316,126.957885677185,0,1
"1101",2004,47,2,4,2,1,2,2,4.39794000867204,81.2832532842527,0,1
"1102",2005,36,2,3,2,1,2,1,4.85125834871908,127.901232979118,0,1
"1103",2007,36,1,2,2,1,2,2,4.47712125471966,87.9810327856054,0,1
"1104",2005,42,2,2,2,1,2,1,4.81291335664286,123.089699847943,0,1
"1105",2004,54,4,3,2,1,2,2,4.65321251377534,104.921506533664,0,1
"1106",2004,27,2,3,2,1,1,1,4.47712125471966,87.9810327856054,0,1
"1107",2004,36,2,2,2,1,2,1,4.88081359228079,131.737801155001,0,2
"1108",2006,35,1,2,2,2,1,2,4.30102999566398,73.7757432746946,0,1
"1109",2003,60,2,2,2,1,2,1,4.65321251377534,104.921506533664,0,1
"1110",2005,42,5,2,2,1,1,1,4.51745982654023,91.602615662534,0,1
"1111",2008,41,2,5,2,2,2,1,4.81291335664286,123.089699847943,1,1
"1112",2004,35,1,3,2,1,1,1,4.88016738443536,131.652698654268,1,2
"1113",2006,34,1,5,2,2,2,1,5.73518995947785,309.5717712662,1,2
"1114",2007,22,1,2,2,1,1,1,4.2578944687308,70.6610476694407,0,1
"1115",2007,47,2,2,2,1,2,2,4.44090908206522,84.8520440937874,0,1
"1116",2004,59,2,2,2,1,2,1,4.63346845557959,102.870246933215,0,1
"1117",2007,29,1,3,2,2,2,1,4.64345267648619,103.90247060316,0,1
"1118",2006,32,1,1,2,2,2,1,4.54406804435028,94.0727147457005,0,1
"1119",2003,49,2,4,2,1,2,1,4.85733249643127,128.680488220624,0,1
"1120",2009,30,1,3,2,2,2,1,4.66651798055488,106.326864894674,0,1
"1122",2007,51,2,2,2,1,1,1,4.89209460269048,133.232350826567,0,2
"1123",2003,37,2,2,2,1,2,2,4.36172783601759,78.3924668009837,0,1
"1124",2003,46,2,3,2,1,2,1,4.8750612633917,130.982177377461,0,2
"1125",2007,63,2,5,2,2,2,1,4.69897000433602,109.833985642199,0,1
"1126",2005,41,2,2,2,1,2,2,4.56820172406699,96.3706528322308,0,1
"1127",2005,40,2,2,2,1,1,1,4.69897000433602,109.833985642199,0,1
"1128",2007,46,2,5,2,2,2,1,5.64100585131578,281.745970551857,0,2
"1129",2005,45,4,2,2,2,2,1,4.54406804435028,94.0727147457005,0,1
"1130",2008,48,1,4,2,1,2,1,5.30102999566398,200.543262324662,0,2
"1131",2007,28,2,3,2,2,2,2,4.47712125471966,87.9810327856054,0,1
"1132",2009,65,4,2,2,1,1,2,4.47712125471966,87.9810327856054,1,1
"1133",2005,50,1,2,2,1,2,2,4.57978359661681,97.4932940453934,0,1
"1134",2008,53,2,2,2,1,2,2,4.68124123737559,107.903923866876,0,1
"1136",2003,30,2,3,2,2,2,2,4.69897000433602,109.833985642199,0,1
"1137",2006,37,2,2,2,2,2,1,4.47035167934582,87.3874499713449,0,1
"1138",2004,51,2,4,2,2,2,1,4.48674209553399,88.8315691738134,0,1
"1139",2008,55,2,5,2,2,2,1,5.11394335230684,166.324941233877,0,2
"1140",2004,35,2,2,2,2,2,1,4.5506685412044,94.6956951317194,0,1
"1141",2006,33,2,2,2,1,2,1,4.80617997398389,122.263673892802,0,1
"1142",2008,41,4,4,2,2,1,1,4.88649072517248,132.487821126123,0,2
"1143",2003,34,2,5,2,2,2,1,4.56820172406699,96.3706528322308,0,1
"1144",2006,33,2,2,2,1,2,2,4.49136169383427,89.2428846644714,0,1
"1145",2008,49,1,1,2,1,2,1,4.39794000867204,81.2832532842527,0,1
"1146",2006,62,2,5,2,2,2,1,4.30102999566398,73.7757432746946,0,1
"1147",2004,31,1,1,2,2,1,1,4.69897000433602,109.833985642199,1,1
"1148",2007,43,4,1,2,2,2,2,4.60616631460762,100.099662492042,0,1
"1149",2008,43,2,4,2,2,2,1,4.8998205024271,134.265677158654,1,2
